,AST,BLK,BLKA,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GROUP_ID,GROUP_NAME,GROUP_SET,GROUP_VALUE,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,W,W_PCT
41,10.1319,-1.01319,1.01319,5.06595,1.01319,6.07914,0.653,3.03957,10.1319,0.319,0.0,1.01319,0.2,1,202332 - 2037 - 201601 - 1718 - 203143,"Aldrich,Cole - Crawford,Jamal - Mbah a Moute,Luc - Pierce,Paul - Prigioni,Pablo",Lineups,,0,17.1,-3.03957,2.02638,-2.02638,27.35613,27.35613,2.02638,8.10552,,,,-6.07914,1,1.0
42,3.03957,2.02638,-2.02638,0.0,5.06595,1.01319,-0.036,7.09233,7.09233,0.131,-9.11871,-10.1319,-0.142,11,2037 - 202325 - 201599 - 1718 - 203085,"Crawford,Jamal - Johnson,Wesley - Jordan,DeAndre - Pierce,Paul - Rivers,Austin",Lineups,,5,16.92,0.0,3.03957,-3.03957,5.06595,5.06595,0.0,0.0,,,,0.0,6,0.545
43,6.07914,1.01319,-1.01319,-3.03957,0.0,2.02638,0.333,-2.02638,1.01319,0.064,-1.01319,0.0,0.05,5,2037 - 201145 - 201599 - 101108 - 203085,"Crawford,Jamal - Green,Jeff - Jordan,DeAndre - Paul,Chris - Rivers,Austin",Lineups,,2,16.775,-5.06595,-1.01319,1.01319,4.05276,4.05276,-8.10552,3.03957,,,,-4.05276,3,0.6
44,-4.05276,0.0,0.0,-8.10552,4.05276,4.05276,0.137,0.0,-4.05276,-0.138,-5.06595,-3.03957,0.333,4,202332 - 2037 - 202325 - 201601 - 203085,"Aldrich,Cole - Crawford,Jamal - Johnson,Wesley - Mbah a Moute,Luc - Rivers,Austin",Lineups,,2,16.5216666667,-2.02638,2.02638,-2.02638,-7.09233,-7.09233,-10.1319,-1.01319,,,,0.0,2,0.5
45,1.01319,4.05276,-4.05276,0.0,3.03957,3.03957,0.162,-11.14509,-1.01319,0.115,11.14509,9.11871,-0.167,2,202332 - 2037 - 202325 - 1718 - 203085,"Aldrich,Cole - Crawford,Jamal - Johnson,Wesley - Pierce,Paul - Rivers,Austin",Lineups,,1,16.2333333333,-10.1319,-3.03957,3.03957,10.1319,10.1319,-10.1319,3.03957,,,,-3.03957,1,0.5
46,-3.03957,-3.03957,3.03957,-8.10552,-8.10552,-4.05276,-0.062,-1.01319,-7.09233,-0.215,-5.06595,-2.02638,0.194,3,201965 - 201145 - 202325 - 203143 - 203912,"Ayres,Jeff - Green,Jeff - Johnson,Wesley - Prigioni,Pablo - Wilcox,CJ",Lineups,,1,16.1183333333,-2.02638,2.02638,-2.02638,-20.2638,-20.2638,-10.1319,-2.02638,,,,2.02638,2,0.667
47,-3.03957,3.03957,-3.03957,-2.02638,0.0,-2.02638,-0.143,2.02638,2.02638,0.043,-3.03957,1.01319,0.357,6,201599 - 101108 - 1718 - 200755 - 203085,"Jordan,DeAndre - Paul,Chris - Pierce,Paul - Redick,JJ - Rivers,Austin",Lineups,,1,15.7583333333,1.01319,2.02638,-2.02638,3.03957,3.03957,-1.01319,2.02638,,,,-2.02638,5,0.833
48,-1.01319,-2.02638,2.02638,-8.10552,-3.03957,-2.02638,-0.179,4.05276,-2.02638,-0.154,-9.11871,-6.07914,0.0,2,202332 - 2037 - 1718 - 203143 - 202362,"Aldrich,Cole - Crawford,Jamal - Pierce,Paul - Prigioni,Pablo - Stephenson,Lance",Lineups,,0,15.15,-2.02638,7.09233,-7.09233,-12.15828,-12.15828,-10.1319,-1.01319,,,,0.0,2,1.0
49,-1.01319,-1.01319,1.01319,-4.05276,2.02638,0.0,0.0,0.0,-2.02638,-0.08,-9.11871,-10.1319,-0.167,7,2037 - 201933 - 203085 - 2746 - 202362,"Crawford,Jamal - Griffin,Blake - Rivers,Austin - Smith,Josh - Stephenson,Lance",Lineups,,3,14.95,-2.02638,6.07914,-6.07914,-14.18466,-14.18466,-6.07914,-3.03957,,,,3.03957,4,0.571
50,-5.06595,2.02638,-2.02638,-6.07914,2.02638,-2.02638,-0.333,-4.05276,-5.06595,-0.171,1.01319,1.01319,0.014,6,2037 - 201933 - 1718 - 203085 - 2746,"Crawford,Jamal - Griffin,Blake - Pierce,Paul - Rivers,Austin - Smith,Josh",Lineups,,3,14.45,-2.02638,0.0,0.0,-11.14509,-11.14509,-8.10552,0.0,,,,2.02638,3,0.5
